"Nr","Company","Location_HQ","Region","USState","Country","Continent","Laid_Off","layoff_date","Percentage","Company_Size_before_Layoffs","Company_Size_after_layoffs","industry_clean","Stage","Money_Raised_in__mil","Year","latitude","longitude","industry_grouped","layoff_severity_bucket","pct_laid_off_bucket","layoff_month","layoff_quarter","year_month","calculated_pct_laid_off","company_stage_simplified","funding_bucket","is_large_layoff"
305,"G2","Chicago","other","Illinois","USA","North America","17","2020-06-30","5","340","323","MARKETING","Series C","101",2020,"41.8755616","-87.6244212","Marketing","Small","Low (≤10%)","2020-06","Q2","2020-06","5.0","Late Stage","Medium ($50–200M)",0
308,"Optimizely","San Francisco","San Francisco Bay Area","California","USA","North America","60","2020-07-15","15","400","340","MARKETING","Series D","251",2020,"37.7792588","-122.4193286","Marketing","Medium","Medium (11–25%)","2020-07","Q3","2020-07","15.0","Late Stage","High (>$200M)",0
631,"Hootsuite","Vancouver","Cascadia","British Columbia","Canada","North America","400","2022-08-09","30","1333","933","MARKETING","Series C","300",2022,"49.2608724","-123.113952","Marketing","Large","High (26–50%)","2022-08","Q3","2022-08","30.0","Late Stage","High (>$200M)",1
629,"Perion","Tel Aviv","other","non","Israel","Asia","20","2022-08-08","5","400","380","MARKETING","Post-IPO","76",2022,"32.0852997","34.7818064","Marketing","Small","Low (≤10%)","2022-08","Q3","2022-08","5.0","Public","Medium ($50–200M)",0
551,"Emotive","Los Angeles","other","California","USA","North America","30","2022-07-07","18","167","137","MARKETING","Series B","78",2022,"34.0536909","-118.242766","Marketing","Small","Medium (11–25%)","2022-07","Q3","2022-07","18.0","Early Stage","Medium ($50–200M)",0
973,"Hootsuite","Vancouver","Cascadia","British Columbia","Canada","North America","70","2023-01-18","7","1000","930","MARKETING","Series C","300",2023,"49.2608724","-123.113952","Marketing","Medium","Low (≤10%)","2023-01","Q1","2023-01","7.0","Late Stage","High (>$200M)",0
556,"SundaySky","New York City","other","New York","USA","North America","24","2022-07-11","13","185","161","MARKETING","Series D","74",2022,"40.7127281","-74.0060152","Marketing","Small","Medium (11–25%)","2022-07","Q3","2022-07","13.0","Late Stage","Medium ($50–200M)",0
626,"Uberflip","Toronto","other","Ontario","Canada","North America","31","2022-08-05","17","182","151","MARKETING","Series A","42",2022,"43.6534817","-79.3839347","Marketing","Small","Medium (11–25%)","2022-08","Q3","2022-08","17.0","Early Stage","Low (<$50M)",0
558,"Hubilo","San Francisco","San Francisco Bay Area","California","USA","North America","45","2022-07-12","12","375","330","MARKETING","Series B","153",2022,"37.7792588","-122.4193286","Marketing","Small","Medium (11–25%)","2022-07","Q3","2022-07","12.0","Early Stage","Medium ($50–200M)",0
505,"AppLovin","Palo Alto","San Francisco Bay Area","California","USA","North America","300","2022-06-27","12","2500","2200","MARKETING","Post-IPO","1600",2022,"37.4443293","-122.1598465","Marketing","Large","Medium (11–25%)","2022-06","Q2","2022-06","12.0","Public","High (>$200M)",1
1448,"FullStory","Atlanta","other","Georgia","USA","North America","50","2024-01-09","10","500","450","MARKETING","Unknown","197",2024,"33.7489924","-84.3902644","Marketing","Small","Low (≤10%)","2024-01","Q1","2024-01","10.0","Unknown / Other","Medium ($50–200M)",0
334,"Pocketmath","Singapore","other","non","Singapore","Asia","21","2021-01-20","100","21","0","MARKETING","Unknown","20",2021,"1.2899175","103.8519072","Marketing","Small","Very High (>50%)","2021-01","Q1","2021-01","100.0","Unknown / Other","Low (<$50M)",0
56,"DialSource","Sacramento","other","California","USA","North America","5","2020-03-31","14","36","31","MARKETING","Series B","26",2020,"38.5810606","-121.493895","Marketing","Small","Medium (11–25%)","2020-03","Q1","2020-03","13.9","Early Stage","Low (<$50M)",0
897,"OneFootball","Berlin","other","Berlin","Germany","Europe","62","2022-12-09","12","517","455","MARKETING","Series D","442",2022,"52.5170365","13.3888599","Marketing","Medium","Medium (11–25%)","2022-12","Q4","2022-12","12.0","Late Stage","High (>$200M)",0
617,"Unbounce","Vancouver","Cascadia","British Columbia","Canada","North America","47","2022-08-03","20","235","188","MARKETING","Series A","39",2022,"49.2608724","-123.113952","Marketing","Small","Medium (11–25%)","2022-08","Q3","2022-08","20.0","Early Stage","Low (<$50M)",0
1704,"Showpad","Ghent","other","non","Belgium","Europe","50","2024-04-18","10","500","450","MARKETING","Series D","159",2024,"51.0538286","3.7250121","Marketing","Small","Low (≤10%)","2024-04","Q2","2024-04","10.0","Late Stage","Medium ($50–200M)",0
488,"Community","Los Angeles","other","California","USA","North America","40","2022-06-21","30","133","93","MARKETING","Unknown","40",2022,"34.0536909","-118.242766","Marketing","Small","High (26–50%)","2022-06","Q2","2022-06","30.1","Unknown / Other","Low (<$50M)",0
1688,"Criteo","Paris","other","non","France","Europe","140","2024-04-12","4","3500","3360","MARKETING","Post-IPO","61",2024,"48.8588897","2.320041022","Marketing","Medium","Low (≤10%)","2024-04","Q2","2024-04","4.0","Public","Medium ($50–200M)",0
55,"AdRoll","Salt Lake City","other","Utah","USA","North America","210","2020-03-31","30","700","490","MARKETING","Series C","89",2020,"40.7596198","-111.886797","Marketing","Large","High (26–50%)","2020-03","Q1","2020-03","30.0","Late Stage","Medium ($50–200M)",1
574,"Lusha","New York City","other","New York","USA","North America","30","2022-07-18","10","300","270","MARKETING","Series B","245",2022,"40.7127281","-74.0060152","Marketing","Small","Low (≤10%)","2022-07","Q3","2022-07","10.0","Early Stage","High (>$200M)",0
1320,"Captiv8","San Francisco","San Francisco Bay Area","California","USA","North America","8","2023-08-24","3","267","259","MARKETING","Unknown","4",2023,"37.7792588","-122.4193286","Marketing","Small","Low (≤10%)","2023-08","Q3","2023-08","3.0","Unknown / Other","Low (<$50M)",0
1338,"VideoAmp","Los Angeles","other","California","USA","North America","40","2023-09-14","10","400","360","MARKETING","Series F","456",2023,"34.0536909","-118.242766","Marketing","Small","Low (≤10%)","2023-09","Q3","2023-09","10.0","Other / Mid-Stage","High (>$200M)",0
605,"Metigy","Sydney","other","New South Wales","Australia","Oceana","75","2022-07-31","100","75","0","MARKETING","Series B","18",2022,"-33.8698439","151.2082848","Marketing","Medium","Very High (>50%)","2022-07","Q3","2022-07","100.0","Early Stage","Low (<$50M)",0
1474,"Inmobi","Bengaluru","other","Karnataka","India","Asia","125","2024-01-11","5","2500","2375","MARKETING","Unknown","320",2024,"12.98815675","77.62260004","Marketing","Medium","Low (≤10%)","2024-01","Q1","2024-01","5.0","Unknown / Other","High (>$200M)",0
21,"OutboundEngine","Austin","other","Texas","USA","North America","52","2020-03-25","28","186","134","MARKETING","Series C","48",2020,"30.2711286","-97.7436995","Marketing","Medium","High (26–50%)","2020-03","Q1","2020-03","28.0","Late Stage","Low (<$50M)",0
604,"Quantcast","San Francisco","San Francisco Bay Area","California","USA","North America","40","2022-07-29","6","667","627","MARKETING","Series C","65",2022,"37.7792588","-122.4193286","Marketing","Small","Low (≤10%)","2022-07","Q3","2022-07","6.0","Late Stage","Medium ($50–200M)",0
599,"Skai","Tel Aviv","other","non","Israel","Asia","30","2022-07-27","4","750","720","MARKETING","Series E","60",2022,"32.0852997","34.7818064","Marketing","Small","Low (≤10%)","2022-07","Q3","2022-07","4.0","Late Stage","Medium ($50–200M)",0
1010,"#Paid","Toronto","other","Ontario","Canada","North America","19","2023-01-27","17","112","93","MARKETING","Series B","21",2023,"43.6534817","-79.3839347","Marketing","Small","Medium (11–25%)","2023-01","Q1","2023-01","17.0","Early Stage","Low (<$50M)",0
595,"Outbrain","New York City","other","New York","USA","North America","38","2022-07-26","3","1267","1229","MARKETING","Post-IPO","394",2022,"40.7127281","-74.0060152","Marketing","Small","Low (≤10%)","2022-07","Q3","2022-07","3.0","Public","High (>$200M)",0
738,"Hotmart","Belo Horizonte","other","State of Minas Gerais","Brazil","South America","227","2022-10-20","12","1892","1665","MARKETING","Series C","127",2022,"-19.9227318","-43.9450948","Marketing","Large","Medium (11–25%)","2022-10","Q4","2022-10","12.0","Late Stage","Medium ($50–200M)",1
2097,"ShareChat","Bengaluru","other","Karnataka","India","Asia","27","2025-01-15","5","540","513","MARKETING","Series D","222",2025,"12.98815675","77.62260004","Marketing","Small","Low (≤10%)","2025-01","Q1","2025-01","5.0","Late Stage","High (>$200M)",0
1330,"Drift","Boston","other","Massachusetts","USA","North America","100","2023-09-07","25","400","300","MARKETING","Acquired","107",2023,"42.3554334","-71.060511","Marketing","Medium","Medium (11–25%)","2023-09","Q3","2023-09","25.0","Other / Mid-Stage","Medium ($50–200M)",0
160,"CleverTap","Mumbai","other","Maharashtra","India","Asia","60","2020-04-16","20","300","240","MARKETING","Series C","76",2020,"19.0785451","72.878176","Marketing","Medium","Medium (11–25%)","2020-04","Q2","2020-04","20.0","Late Stage","Medium ($50–200M)",0
165,"People.ai","San Francisco","San Francisco Bay Area","California","USA","North America","30","2020-04-17","18","167","137","MARKETING","Series C","100",2020,"37.7792588","-122.4193286","Marketing","Small","Medium (11–25%)","2020-04","Q2","2020-04","18.0","Late Stage","Medium ($50–200M)",0
723,"Linkfire","Copenhagen","other","non","Denmark","Europe","35","2022-10-11","35","100","65","MARKETING","Seed","2",2022,"55.6867243","12.5700724","Marketing","Small","High (26–50%)","2022-10","Q4","2022-10","35.0","Early Stage","Low (<$50M)",0
2059,"Skai","Tel Aviv","other","non","Israel","Asia","80","2024-12-03","14","571","491","MARKETING","Series E","60",2024,"32.0852997","34.7818064","Marketing","Medium","Medium (11–25%)","2024-12","Q4","2024-12","14.0","Late Stage","Medium ($50–200M)",0
691,"Pitch","Berlin","other","Berlin","Germany","Europe","59","2022-09-14","30","197","138","MARKETING","Series B","137",2022,"52.5170365","13.3888599","Marketing","Medium","High (26–50%)","2022-09","Q3","2022-09","29.9","Early Stage","Medium ($50–200M)",0
994,"Innovid","New York City","other","New York","USA","North America","40","2023-01-23","10","400","360","MARKETING","Post-IPO","295",2023,"40.7127281","-74.0060152","Marketing","Small","Low (≤10%)","2023-01","Q1","2023-01","10.0","Public","High (>$200M)",0
855,"Grin","Sacramento","other","California","USA","North America","60","2022-11-30","13","462","402","MARKETING","Series B","145",2022,"38.5810606","-121.493895","Marketing","Medium","Medium (11–25%)","2022-11","Q4","2022-11","13.0","Early Stage","Medium ($50–200M)",0
689,"Taboola","New York City","other","New York","USA","North America","100","2022-09-13","6","1667","1567","MARKETING","Post-IPO","445",2022,"40.7127281","-74.0060152","Marketing","Medium","Low (≤10%)","2022-09","Q3","2022-09","6.0","Public","High (>$200M)",0
995,"Namogoo","Tel Aviv","other","non","Israel","Asia","20","2023-01-23","15","133","113","MARKETING","Series C","69",2023,"32.0852997","34.7818064","Marketing","Small","Medium (11–25%)","2023-01","Q1","2023-01","15.0","Late Stage","Medium ($50–200M)",0
113,"MediaMath","New York City","other","New York","USA","North America","53","2020-04-07","8","663","610","MARKETING","Private Equity","607",2020,"40.7127281","-74.0060152","Marketing","Medium","Low (≤10%)","2020-04","Q2","2020-04","8.0","Late Stage","High (>$200M)",0
1073,"Wix","Tel Aviv","other","non","Israel","Asia","370","2023-02-15","6","6167","5797","MARKETING","Post-IPO","58",2023,"32.0852997","34.7818064","Marketing","Large","Low (≤10%)","2023-02","Q1","2023-02","6.0","Public","Medium ($50–200M)",1
109,"Branch Metrics","Palo Alto","San Francisco Bay Area","California","USA","North America","100","2020-04-07","20","500","400","MARKETING","Series E","367",2020,"37.4443293","-122.1598465","Marketing","Medium","Medium (11–25%)","2020-04","Q2","2020-04","20.0","Late Stage","High (>$200M)",0
107,"Wordstream","Boston","other","Massachusetts","USA","North America","26","2020-04-06","10","260","234","MARKETING","Acquired","28",2020,"42.3554334","-71.060511","Marketing","Small","Low (≤10%)","2020-04","Q2","2020-04","10.0","Other / Mid-Stage","Low (<$50M)",0
106,"Rock Content","Belo Horizonte","other","State of Minas Gerais","Brazil","South America","100","2020-04-06","20","500","400","MARKETING","Series A","1",2020,"-19.9227318","-43.9450948","Marketing","Medium","Medium (11–25%)","2020-04","Q2","2020-04","20.0","Early Stage","Low (<$50M)",0
1063,"TripleLift","New York City","other","New York","USA","North America","100","2023-02-10","20","500","400","MARKETING","Acquired","16",2023,"40.7127281","-74.0060152","Marketing","Medium","Medium (11–25%)","2023-02","Q1","2023-02","20.0","Other / Mid-Stage","Low (<$50M)",0
101,"BounceX","New York City","other","New York","USA","North America","77","2020-04-06","20","385","308","MARKETING","Series B","75",2020,"40.7127281","-74.0060152","Marketing","Medium","Medium (11–25%)","2020-04","Q2","2020-04","20.0","Early Stage","Medium ($50–200M)",0
946,"StreamElements","Tel Aviv","other","non","Israel","Asia","40","2023-01-10","20","200","160","MEDIA","Series B","111",2023,"32.0852997","34.7818064","Media","Small","Medium (11–25%)","2023-01","Q1","2023-01","20.0","Early Stage","Medium ($50–200M)",0
693,"Acast","Stockholm","other","non","Sweden","Europe","70","2022-09-15","15","467","397","MEDIA","Post-IPO","126",2024,"59.3251172","18.0710935","Media","Medium","Medium (11–25%)","2022-09","Q3","2024-09","15.0","Public","Medium ($50–200M)",0
1231,"Spotify","Stockholm","other","non","Sweden","Europe","200","2023-06-05","2","9400","9200","MEDIA","Post-IPO","2100",2023,"59.3251172","18.0710935","Media","Medium","Low (≤10%)","2023-06","Q2","2023-06","2.1","Public","High (>$200M)",0
806,"Cloudinary","Santa Clara","San Francisco Bay Area","California","USA","North America","40","2022-11-14","8","500","460","MEDIA","Unknown","100",2022,"37.354107","-121.955238","Media","Small","Low (≤10%)","2022-11","Q4","2022-11","8.0","Unknown / Other","Medium ($50–200M)",0
845,"VerSe Innovation","Bengaluru","other","Karnataka","India","Asia","150","2022-11-25","5","3000","2850","MEDIA","Series J","1700",2022,"12.98815675","77.62260004","Media","Medium","Low (≤10%)","2022-11","Q4","2022-11","5.0","Other / Mid-Stage","High (>$200M)",0
732,"Flipboard","Palo Alto","San Francisco Bay Area","California","USA","North America","24","2022-10-16","21","114","90","MEDIA","Unknown","235",2022,"37.4443293","-122.1598465","Media","Small","Medium (11–25%)","2022-10","Q4","2022-10","21.1","Unknown / Other","High (>$200M)",0
1031,"TheSkimm","New York City","other","New York","USA","North America","17","2023-02-01","10","170","153","MEDIA","Series C","28",2023,"40.7127281","-74.0060152","Media","Small","Low (≤10%)","2023-02","Q1","2023-02","10.0","Late Stage","Low (<$50M)",0
1536,"Wattpad","Toronto","other","Ontario","Canada","North America","20","2024-01-30","10","200","180","MEDIA","Acquired","117",2024,"43.6534817","-79.3839347","Media","Small","Low (≤10%)","2024-01","Q1","2024-01","10.0","Other / Mid-Stage","Medium ($50–200M)",0
497,"Netflix","Los Gatos","San Francisco Bay Area","California","USA","North America","300","2022-06-23","3","10000","9700","MEDIA","Post-IPO","121900",2022,"37.226611","-121.9746797","Media","Large","Low (≤10%)","2022-06","Q2","2022-06","3.0","Public","High (>$200M)",1
1513,"Storytel","Stockholm","other","non","Sweden","Europe","80","2024-01-24","13","615","535","MEDIA","Post-IPO","275",2024,"59.3251172","18.0710935","Media","Medium","Medium (11–25%)","2024-01","Q1","2024-01","13.0","Public","High (>$200M)",0
1380,"Spotify","Stockholm","other","non","Sweden","Europe","1500","2023-12-04","17","9200","7700","MEDIA","Post-IPO","2100",2023,"59.3251172","18.0710935","Media","Large","Medium (11–25%)","2023-12","Q4","2023-12","16.3","Public","High (>$200M)",1
